income,race,sex,workclass,marital-status,age,education-num,capital-gain,capital-loss,hours-per-week
>50K.,Black,Female,Private,Never-married,21,10,99999,0,40
>50K.,White,Female,Private,Widowed,52,13,0,2824,20
<=50K.,White,Male,Private,Divorced,29,9,0,0,40
<=50K.,Black,Male,Private,Never-married,36,10,0,0,55
<=50K.,White,Male,Private,Married,29,9,0,0,55
<=50K.,White,Female,Private,Never-married,21,9,0,0,30
<=50K.,White,Male,Private,Married,58,2,0,0,40
<=50K.,White,Male,Private,Never-married,37,9,0,0,40
<=50K.,Black,Female,Private,Divorced,50,10,0,0,45
<=50K.,White,Male,Private,Never-married,30,9,0,0,50
<=50K.,Black,Male,Private,Never-married,29,9,0,0,30
>50K.,White,Female,Private,Married,39,12,0,0,25
>50K.,White,Male,Private,Married,54,9,7688,0,25
<=50K.,White,Female,Private,Married,24,9,0,0,25
<=50K.,White,Male,Private,Never-married,20,9,0,0,45
<=50K.,Black,Male,Private,Never-married,26,9,0,0,40
>50K.,White,Male,Private,Married,38,9,0,1977,99
<=50K.,White,Female,Private,Never-married,25,10,0,0,40
<=50K.,White,Male,Private,Divorced,33,10,0,0,50
<=50K.,White,Male,Private,Never-married,30,10,0,0,40
<=50K.,White,Male,Private,Never-married,30,13,0,0,40
<=50K.,White,Female,Private,Never-married,19,4,0,0,40
<=50K.,White,Male,Private,Never-married,23,9,0,0,40
>50K.,White,Male,Private,Married,27,10,0,0,40
<=50K.,White,Male,Private,Married,33,4,0,0,45
<=50K.,White,Male,Private,Married,65,9,0,0,24
>50K.,White,Male,Private,Married,34,13,0,0,50
<=50K.,White,Female,Private,Never-married,20,9,0,0,25
<=50K.,White,Male,Private,Never-married,25,6,0,0,40
>50K.,White,Female,Private,Never-married,28,13,0,1564,50
<=50K.,White,Male,Private,Never-married,31,7,0,0,25
<=50K.,White,Female,Private,Divorced,37,9,0,0,40
>50K.,White,Male,Private,Married,52,10,0,1977,50
<=50K.,White,Male,Private,Never-married,31,9,0,0,40
>50K.,White,Male,Private,Married,37,13,0,0,50
<=50K.,White,Male,Private,Divorced,45,12,0,0,40
<=50K.,White,Male,Private,Married,44,9,0,0,60
>50K.,White,Male,Private,Married,35,9,0,0,60
<=50K.,White,Male,Private,Divorced,53,7,0,0,40
>50K.,White,Male,Private,Married,54,10,3103,0,40
<=50K.,White,Male,Private,Married,43,11,0,0,40
<=50K.,White,Male,Private,Never-married,30,10,0,0,40
<=50K.,White,Male,Private,Divorced,49,10,3325,0,50
>50K.,White,Male,Private,Married,52,16,0,0,57
<=50K.,White,Female,Private,Never-married,20,10,0,0,4
<=50K.,White,Male,Private,Divorced,45,12,0,0,40
>50K.,White,Male,Private,Married,48,13,7298,0,60
>50K.,White,Male,Private,Married,28,13,0,0,60
<=50K.,White,Male,Private,Married,32,10,0,0,45
<=50K.,White,Male,Private,Married,38,13,0,0,35
<=50K.,Other,Male,Private,Married,33,3,0,0,20
>50K.,White,Female,Private,Divorced,43,14,0,0,50
<=50K.,White,Male,Private,Separated,36,9,0,0,60
<=50K.,White,Male,Private,Married,38,7,0,0,40
<=50K.,White,Male,Private,Never-married,22,6,0,0,40
<=50K.,White,Male,Private,Never-married,30,13,0,0,40
<=50K.,White,Male,Private,Married,50,9,0,1485,40
<=50K.,White,Female,Private,Married,34,11,0,974,40
<=50K.,White,Male,Private,Married,46,9,0,0,40
<=50K.,White,Female,Private,Divorced,43,10,0,1617,72
<=50K.,White,Male,Private,Divorced,45,9,0,0,40
<=50K.,White,Male,Private,Married,55,13,0,0,40
<=50K.,White,Male,Private,Married,68,9,0,0,8
<=50K.,White,Male,Private,Married,39,11,0,0,40
<=50K.,White,Female,Private,Divorced,39,9,0,0,40
<=50K.,White,Male,Private,Never-married,37,13,0,0,40
<=50K.,White,Male,Private,Never-married,19,10,0,0,40
<=50K.,White,Male,Private,Never-married,20,7,0,0,20
<=50K.,White,Male,Private,Married,33,10,0,0,40
<=50K.,White,Male,Private,Never-married,21,9,0,0,35
<=50K.,Black,Female,Private,Separated,62,7,0,0,21
<=50K.,White,Male,Private,Never-married,21,10,0,0,20
<=50K.,White,Male,Private,Married,26,10,0,0,60
<=50K.,White,Male,Private,Married,27,5,0,0,40
>50K.,White,Male,Private,Married,34,10,0,1902,38
<=50K.,White,Female,Private,Never-married,28,9,0,0,40
>50K.,White,Female,Private,Married,29,10,0,0,40
>50K.,White,Male,Private,Married,58,6,0,0,50
>50K.,White,Male,Private,Married,53,9,0,0,40
<=50K.,White,Female,Private,Divorced,47,7,0,0,15
>50K.,White,Male,Private,Married,48,13,7688,0,65
>50K.,White,Male,Private,Married,35,10,0,0,40
>50K.,White,Male,Private,Married,49,13,0,1902,50
<=50K.,White,Male,Private,Married,43,10,0,0,45
>50K.,White,Male,Private,Married,33,13,0,0,50
<=50K.,White,Male,Private,Never-married,17,6,0,0,20
<=50K.,White,Male,Private,Never-married,25,13,0,0,40
>50K.,White,Male,Private,Married,31,13,0,0,40
>50K.,White,Male,Private,Divorced,57,14,0,0,40
>50K.,White,Male,Private,Married,49,10,0,1848,44
>50K.,White,Male,Private,Married,40,13,0,0,40
>50K.,White,Male,Private,Married,55,11,0,1977,50
<=50K.,White,Male,Private,Divorced,47,10,0,0,60
<=50K.,White,Male,Private,Divorced,50,8,0,0,40
<=50K.,White,Male,Private,Never-married,36,13,0,0,50
<=50K.,White,Male,Private,Never-married,17,7,0,0,25
>50K.,White,Male,Private,Married,42,9,0,0,40
>50K.,White,Male,Private,Married,36,9,0,0,45
>50K.,White,Male,Private,Married,35,14,0,0,50
<=50K.,White,Female,Private,Never-married,27,13,0,0,40
<=50K.,White,Male,Private,Never-married,21,4,0,0,40
<=50K.,White,Male,Private,Married,46,9,0,0,40
>50K.,White,Male,Private,Married,45,13,0,1902,45
<=50K.,White,Male,Private,Never-married,20,7,0,0,40
<=50K.,White,Male,Private,Never-married,17,7,0,0,20
>50K.,Black,Male,Private,Divorced,40,10,4787,0,50
>50K.,White,Male,Private,Married,28,13,0,0,40
<=50K.,White,Male,Private,Never-married,33,7,0,0,40
<=50K.,White,Female,Private,Divorced,55,9,0,0,40
<=50K.,Black,Female,Private,Separated,47,9,0,0,40
<=50K.,White,Female,Private,Never-married,29,10,0,0,40
<=50K.,White,Male,Private,Never-married,36,3,0,0,35
<=50K.,White,Male,Private,Separated,37,13,0,0,70
>50K.,White,Male,Private,Married,43,10,0,0,48
<=50K.,White,Male,Private,Married,24,4,2105,0,50
<=50K.,White,Female,Private,Divorced,42,9,0,0,45
>50K.,White,Male,Private,Never-married,39,9,0,2258,42
<=50K.,White,Male,Private,Married,27,6,0,0,40
<=50K.,White,Male,Private,Married,29,9,0,0,40
<=50K.,White,Female,Private,Never-married,22,11,0,0,30
<=50K.,White,Male,Private,Married,38,13,0,0,60
<=50K.,Asian-Pac-Islander,Female,Private,Married,32,1,4508,0,40
<=50K.,Black,Female,Private,Never-married,51,9,0,0,38
<=50K.,White,Male,Private,Married,35,9,0,0,40
<=50K.,White,Male,Private,Never-married,18,7,0,0,30
<=50K.,Black,Female,Private,Separated,45,9,0,0,40
<=50K.,White,Female,Private,Widowed,73,10,0,0,10
<=50K.,White,Male,Private,Married,52,13,0,0,40
<=50K.,White,Female,Private,Never-married,17,6,0,0,40
>50K.,White,Female,Private,Married,31,9,0,0,40
<=50K.,White,Male,Private,Never-married,20,10,0,0,10
>50K.,White,Male,Private,Married,42,9,5178,0,40
<=50K.,White,Female,Private,Separated,37,10,0,0,40
<=50K.,White,Male,Private,Married,40,9,0,0,40
>50K.,White,Male,Private,Married,32,12,0,0,45
>50K.,White,Male,Private,Married,29,14,0,0,55
<=50K.,White,Female,Private,Never-married,20,10,0,0,40
>50K.,White,Male,Private,Married,26,7,0,0,40
<=50K.,White,Male,Private,Never-married,25,13,3674,0,30
>50K.,White,Male,Private,Married,37,9,0,0,80
<=50K.,White,Male,Private,Married,26,10,0,0,40
<=50K.,White,Female,Private,Never-married,24,9,0,0,30
<=50K.,White,Female,Private,Married,33,9,0,0,25
<=50K.,Amer-Indian-Eskimo,Male,Private,Never-married,23,9,0,0,40
<=50K.,White,Male,Private,Never-married,36,10,0,0,50
<=50K.,White,Female,Private,Widowed,37,13,0,0,50
<=50K.,White,Male,Private,Never-married,24,11,0,0,35
>50K.,White,Male,Private,Married,38,12,0,0,50
<=50K.,White,Female,Private,Divorced,50,13,0,0,45
>50K.,White,Male,Private,Married,44,7,0,0,40
>50K.,White,Male,Private,Married,46,9,0,1887,40
<=50K.,Black,Female,Private,Never-married,57,10,0,0,40
<=50K.,White,Male,Private,Married,37,9,0,0,70
<=50K.,White,Male,Private,Divorced,44,9,0,0,55
<=50K.,White,Female,Private,Never-married,21,10,0,0,30
>50K.,White,Male,Private,Married,31,9,0,0,40
>50K.,White,Male,Private,Married,32,11,7298,0,42
>50K.,Black,Female,Private,Married,45,9,0,0,60
<=50K.,White,Female,Private,Separated,52,9,0,0,50
<=50K.,White,Female,Private,Married,41,10,0,0,40
>50K.,White,Male,Private,Married,40,10,0,0,60
>50K.,White,Male,Private,Married,46,13,0,1902,50
<=50K.,White,Female,Private,Married,49,9,0,0,40
<=50K.,White,Female,Private,Divorced,65,10,0,0,40
<=50K.,Asian-Pac-Islander,Female,Private,Married,50,9,0,0,40
>50K.,White,Male,Private,Married,59,9,0,0,40
<=50K.,White,Female,Private,Never-married,18,10,0,0,25
>50K.,White,Male,Private,Married,45,9,0,0,45
<=50K.,White,Female,Private,Never-married,17,7,0,0,40
<=50K.,White,Male,Private,Married,73,7,0,0,40
<=50K.,Black,Male,Private,Married,48,6,0,0,40
<=50K.,Black,Male,Private,Never-married,26,9,0,0,40
>50K.,White,Male,Private,Married,46,14,0,1977,40
>50K.,White,Female,Private,Divorced,51,9,4787,0,24
<=50K.,White,Male,Private,Married,65,10,0,0,40
<=50K.,White,Male,Private,Married,29,12,0,0,45
<=50K.,White,Male,Private,Married,37,9,0,0,40
<=50K.,White,Male,Private,Never-married,33,13,0,2001,40
<=50K.,White,Female,Private,Widowed,62,9,0,0,20
<=50K.,White,Female,Private,Never-married,20,9,0,0,40
>50K.,White,Female,Private,Never-married,37,9,14084,0,35
<=50K.,White,Male,Private,Married,66,14,2936,0,20
<=50K.,White,Male,Private,Married,74,9,0,0,15
<=50K.,White,Male,Private,Married,50,10,0,0,50
>50K.,White,Male,Private,Never-married,42,9,0,0,60
<=50K.,White,Male,Private,Never-married,26,13,0,0,70
<=50K.,White,Male,Private,Never-married,32,13,0,1876,50
<=50K.,White,Male,Private,Never-married,23,10,0,0,45
<=50K.,White,Male,Private,Married,35,9,0,0,44
<=50K.,White,Male,Private,Married,50,13,0,0,50
<=50K.,White,Female,Private,Divorced,35,9,0,0,48
<=50K.,White,Female,Private,Never-married,31,9,0,0,50
<=50K.,White,Male,Private,Never-married,30,7,0,0,49
<=50K.,White,Male,Private,Never-married,46,9,0,0,40
<=50K.,White,Male,Private,Never-married,37,7,0,0,40
<=50K.,White,Female,Private,Divorced,32,9,0,0,40
<=50K.,White,Male,Private,Married,22,9,0,0,40
<=50K.,White,Male,Private,Married,29,13,0,0,40
<=50K.,White,Male,Private,Married,35,9,0,0,44
<=50K.,White,Female,Private,Married,38,10,0,0,35
<=50K.,White,Male,Private,Married,29,4,0,0,40
<=50K.,Asian-Pac-Islander,Male,Private,Never-married,26,10,0,0,44
<=50K.,Asian-Pac-Islander,Female,Private,Never-married,34,15,0,0,40
>50K.,White,Male,Private,Married,31,11,0,0,40
<=50K.,White,Male,Private,Married,30,10,0,2051,40
<=50K.,White,Male,Private,Never-married,20,10,0,0,40
<=50K.,White,Male,Private,Divorced,37,14,0,0,48
<=50K.,White,Female,Private,Married,32,9,0,0,20
<=50K.,White,Female,Private,Divorced,36,12,0,0,40
>50K.,Asian-Pac-Islander,Male,Private,Married,54,14,7298,0,40
<=50K.,Amer-Indian-Eskimo,Female,Private,Never-married,18,9,0,0,20
<=50K.,White,Male,Private,Married,57,10,0,0,50
<=50K.,White,Male,Private,Married,37,9,0,0,40
>50K.,White,Male,Private,Married,43,9,0,0,40
<=50K.,Black,Female,Private,Never-married,45,9,0,0,40
<=50K.,White,Female,Private,Divorced,32,10,0,0,40
<=50K.,White,Female,Private,Never-married,25,12,0,2001,30
<=50K.,Asian-Pac-Islander,Male,Private,Divorced,70,10,0,0,40
>50K.,White,Male,Private,Married,40,10,0,0,50
<=50K.,White,Male,Private,Never-married,20,9,0,0,40
>50K.,White,Male,Private,Married,29,9,0,0,40
<=50K.,White,Male,Private,Never-married,24,11,0,0,55
<=50K.,Black,Female,Private,Never-married,28,11,0,0,40
<=50K.,Black,Male,Private,Divorced,58,6,0,0,50
<=50K.,Asian-Pac-Islander,Female,Private,Divorced,38,13,0,213,40
<=50K.,White,Female,Private,Never-married,18,7,0,0,15
<=50K.,White,Male,Private,Married,40,9,0,0,40
>50K.,Asian-Pac-Islander,Male,Private,Married,35,13,0,1887,50
<=50K.,White,Male,Private,Married,45,9,0,0,72
<=50K.,Black,Male,Private,Never-married,22,10,0,0,30
<=50K.,White,Male,Private,Married,23,13,0,0,40
<=50K.,White,Female,Private,Never-married,28,11,0,0,38
>50K.,White,Male,Private,Married,51,7,4386,0,30
<=50K.,White,Female,Private,Never-married,44,13,0,0,37
<=50K.,Black,Male,Private,Married,24,9,0,0,35
<=50K.,White,Male,Private,Married,24,7,0,0,40
<=50K.,Other,Male,Private,Married,52,2,0,0,50
<=50K.,White,Male,Private,Never-married,43,9,0,0,40
<=50K.,Black,Male,Private,Never-married,31,8,0,0,40
>50K.,White,Male,Private,Married,36,9,7688,0,50
<=50K.,White,Male,Private,Married,43,12,0,0,40
<=50K.,White,Male,Private,Divorced,31,4,0,0,70
<=50K.,Black,Male,Private,Never-married,23,10,0,0,20
<=50K.,White,Male,Private,Never-married,26,13,0,0,40
<=50K.,White,Male,Private,Married,48,10,0,0,40
<=50K.,White,Male,Private,Married,40,10,0,0,44
>50K.,White,Male,Private,Married,49,9,0,0,45
<=50K.,White,Female,Private,Never-married,34,13,0,0,15
<=50K.,Black,Female,Private,Never-married,29,9,0,0,60
<=50K.,White,Female,Private,Divorced,50,13,0,0,8
<=50K.,White,Female,Private,Never-married,19,10,0,0,9
<=50K.,Asian-Pac-Islander,Male,Private,Married,66,13,0,0,30
<=50K.,White,Male,Private,Divorced,60,11,0,0,20
<=50K.,White,Female,Private,Divorced,60,9,0,0,38
<=50K.,White,Male,Private,Never-married,19,9,0,0,40
<=50K.,White,Male,Private,Married,65,12,3818,0,40
<=50K.,White,Male,Private,Never-married,26,10,0,0,40
>50K.,White,Female,Private,Married,52,10,0,0,52
<=50K.,White,Female,Private,Never-married,23,13,0,0,40
<=50K.,White,Male,Private,Never-married,21,9,0,0,40
>50K.,White,Male,Private,Married,50,13,0,0,40
<=50K.,Black,Female,Private,Divorced,32,9,0,0,30
<=50K.,Black,Male,Private,Married,40,9,0,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,30
<=50K.,White,Female,Private,Never-married,23,13,0,0,50
<=50K.,White,Female,Private,Never-married,21,7,0,0,24
>50K.,White,Male,Private,Married,28,13,0,0,40
<=50K.,White,Male,Private,Never-married,20,10,0,0,25
<=50K.,White,Male,Private,Never-married,21,7,0,0,35
<=50K.,White,Male,Private,Never-married,21,10,0,0,16
<=50K.,White,Male,Private,Divorced,41,9,0,0,40
<=50K.,White,Female,Private,Separated,34,10,0,0,40
<=50K.,White,Female,Private,Never-married,24,9,0,0,40
>50K.,White,Male,Private,Married,41,13,0,0,50
<=50K.,White,Male,Private,Married,53,1,0,0,40
<=50K.,Black,Male,Private,Married,40,9,0,0,40
<=50K.,White,Male,Private,Married,32,10,0,1740,47
<=50K.,White,Female,Private,Never-married,18,7,0,0,40
<=50K.,Black,Female,Private,Never-married,43,12,0,0,45
<=50K.,White,Female,Private,Never-married,22,9,0,0,40
<=50K.,Black,Male,Private,Never-married,28,6,0,0,40
<=50K.,White,Female,Private,Divorced,51,10,0,0,40
<=50K.,White,Female,Private,Divorced,63,9,0,0,72
<=50K.,White,Male,Private,Married,29,10,0,0,45
>50K.,White,Male,Private,Married,44,13,7298,0,48
<=50K.,White,Female,Private,Separated,44,4,0,0,38
<=50K.,White,Male,Private,Married,31,9,0,0,52
<=50K.,White,Male,Private,Never-married,20,9,0,0,30
<=50K.,White,Female,Private,Divorced,48,6,0,1594,32
<=50K.,White,Male,Private,Never-married,29,9,0,0,40
>50K.,Asian-Pac-Islander,Male,Private,Never-married,34,15,0,1564,40
<=50K.,Black,Male,Private,Never-married,39,10,0,0,40
<=50K.,Black,Male,Private,Never-married,29,10,0,0,45
<=50K.,Asian-Pac-Islander,Male,Private,Never-married,23,5,0,0,20
<=50K.,White,Male,Private,Married,37,9,0,0,40
<=50K.,White,Male,Private,Married,42,12,0,0,40
>50K.,Black,Male,Private,Married,45,9,7298,0,40
<=50K.,White,Male,Private,Married,46,10,0,0,40
<=50K.,White,Female,Private,Never-married,25,14,4650,0,37
>50K.,White,Male,Private,Married,49,9,0,0,50
<=50K.,White,Male,Private,Married,37,10,0,0,40
<=50K.,White,Male,Private,Never-married,31,9,0,0,45
<=50K.,Asian-Pac-Islander,Male,Private,Married,22,12,0,0,6
<=50K.,White,Female,Private,Divorced,22,9,0,0,33
<=50K.,White,Female,Private,Never-married,17,7,0,0,20
>50K.,White,Male,Private,Married,47,16,0,0,50
<=50K.,White,Male,Private,Never-married,17,6,0,0,15
<=50K.,White,Male,Private,Married,39,3,0,0,40
<=50K.,White,Male,Private,Never-married,23,10,0,0,20
>50K.,White,Male,Private,Married,41,13,0,0,40
>50K.,White,Male,Private,Married,52,13,0,1902,40
<=50K.,White,Female,Private,Never-married,21,9,0,0,30
<=50K.,White,Female,Private,Divorced,33,6,0,0,36
<=50K.,White,Male,Private,Never-married,41,9,0,0,44
<=50K.,White,Female,Private,Never-married,19,9,0,0,35
<=50K.,White,Male,Private,Never-married,24,10,0,0,40
<=50K.,White,Female,Private,Divorced,38,13,1151,0,40
<=50K.,White,Female,Private,Never-married,19,10,0,0,15
<=50K.,White,Female,Private,Married,42,10,0,0,40
<=50K.,White,Male,Private,Never-married,36,9,0,0,45
<=50K.,White,Male,Private,Married,29,10,0,0,40
<=50K.,White,Male,Private,Never-married,17,8,0,0,20
<=50K.,White,Female,Private,Divorced,24,10,0,0,60
<=50K.,Black,Female,Private,Married,59,9,0,0,38
<=50K.,White,Male,Private,Divorced,29,10,0,0,55
<=50K.,White,Male,Private,Separated,26,9,0,0,40
>50K.,White,Male,Private,Married,46,9,0,0,40
<=50K.,White,Female,Private,Never-married,25,13,0,0,40
<=50K.,White,Female,Private,Never-married,17,8,0,0,18
<=50K.,Black,Female,Private,Never-married,29,11,0,0,40
<=50K.,White,Male,Private,Never-married,23,3,0,0,30
<=50K.,White,Female,Private,Never-married,67,9,0,0,35
<=50K.,White,Female,Private,Never-married,29,14,0,0,50
<=50K.,White,Female,Private,Divorced,33,12,0,880,40
<=50K.,White,Male,Private,Never-married,32,9,0,0,40
<=50K.,White,Male,Private,Married,34,10,0,0,62
<=50K.,White,Male,Private,Married,49,9,0,0,40
<=50K.,White,Male,Private,Divorced,39,9,0,0,40
<=50K.,White,Male,Private,Never-married,41,13,0,0,40
<=50K.,White,Female,Private,Divorced,31,10,0,0,38
<=50K.,White,Male,Private,Never-married,27,9,0,0,1
<=50K.,White,Male,Private,Married,23,7,4508,0,25
>50K.,White,Male,Private,Married,44,4,0,0,80
<=50K.,White,Male,Private,Married,25,12,0,0,45
<=50K.,White,Female,Private,Never-married,23,10,0,0,16
>50K.,White,Male,Private,Married,52,9,0,0,50
<=50K.,White,Female,Private,Never-married,31,13,0,0,40
<=50K.,White,Male,Private,Married,19,7,0,0,60
<=50K.,White,Male,Private,Married,53,10,0,0,40
<=50K.,White,Female,Private,Never-married,25,9,0,0,40
<=50K.,White,Male,Private,Never-married,45,9,0,0,40
<=50K.,White,Male,Private,Never-married,69,5,2993,0,40
>50K.,White,Male,Private,Married,49,9,0,0,40
>50K.,Asian-Pac-Islander,Female,Private,Married,42,13,0,0,27
>50K.,White,Male,Private,Married,37,13,0,0,45
<=50K.,White,Female,Private,Never-married,22,10,0,0,40
<=50K.,White,Male,Private,Never-married,36,9,0,0,40
<=50K.,White,Male,Private,Married,28,13,0,0,50
<=50K.,White,Female,Private,Never-married,36,6,0,0,35
<=50K.,Black,Female,Private,Never-married,24,13,0,0,65
<=50K.,White,Male,Private,Married,38,11,0,0,40
>50K.,Asian-Pac-Islander,Male,Private,Married,50,10,0,0,40
>50K.,White,Male,Private,Married,43,15,99999,0,40
<=50K.,Black,Male,Private,Married,42,9,0,0,40
<=50K.,White,Male,Private,Divorced,39,10,0,0,45
<=50K.,Black,Female,Private,Never-married,27,10,0,0,40
<=50K.,White,Male,Private,Married,30,9,0,0,66
<=50K.,White,Male,Private,Married,30,9,0,2057,40
<=50K.,White,Male,Private,Married,37,10,0,0,40
<=50K.,White,Female,Private,Divorced,36,10,0,0,40
<=50K.,Black,Male,Private,Never-married,22,10,0,0,10
<=50K.,White,Male,Private,Never-married,21,10,0,0,40
<=50K.,White,Male,Private,Married,33,13,0,1579,42
<=50K.,White,Female,Private,Widowed,76,4,0,0,25
<=50K.,White,Male,Private,Married,37,13,0,0,40
<=50K.,White,Male,Private,Married,34,10,0,0,60
<=50K.,White,Male,Private,Married,29,9,0,0,97
<=50K.,White,Male,Private,Married,29,9,0,0,40
<=50K.,White,Male,Private,Married,28,13,0,0,40
<=50K.,Black,Female,Private,Divorced,43,10,0,0,40
<=50K.,White,Male,Private,Married,39,10,0,0,40
<=50K.,Black,Female,Private,Widowed,74,6,0,0,6
<=50K.,White,Male,Private,Married,47,9,0,0,60
<=50K.,White,Female,Private,Never-married,90,9,0,0,24
>50K.,White,Male,Private,Married,47,13,0,0,60
>50K.,White,Male,Private,Married,42,13,0,0,40
<=50K.,White,Male,Private,Divorced,69,13,0,0,40
<=50K.,White,Female,Private,Never-married,23,13,0,0,20
<=50K.,White,Male,Private,Married,41,9,2829,0,40
>50K.,Black,Male,Private,Married,43,13,7688,0,40
<=50K.,Black,Male,Private,Never-married,33,10,0,0,40
<=50K.,White,Female,Private,Never-married,48,7,0,0,30
<=50K.,White,Male,Private,Divorced,39,13,0,0,60
>50K.,White,Female,Private,Divorced,43,14,0,2547,40
<=50K.,White,Female,Private,Widowed,52,9,0,0,40
<=50K.,White,Female,Private,Never-married,18,9,0,0,20
<=50K.,White,Male,Private,Married,24,11,0,0,20
<=50K.,White,Female,Private,Married,25,10,0,0,40
>50K.,White,Female,Private,Married,40,9,0,0,46
>50K.,White,Male,Private,Married,47,15,7688,0,60
>50K.,White,Male,Private,Married,42,9,0,0,50
<=50K.,White,Female,Private,Divorced,42,10,0,0,45
<=50K.,White,Male,Private,Married,65,9,0,0,20
>50K.,White,Male,Private,Married,62,13,7688,0,50
<=50K.,Amer-Indian-Eskimo,Male,Private,Divorced,46,9,0,0,40
<=50K.,Black,Female,Private,Never-married,23,9,0,0,25
<=50K.,White,Male,Private,Never-married,20,10,0,0,20
<=50K.,White,Male,Private,Never-married,28,9,0,0,40
>50K.,White,Male,Private,Never-married,29,13,0,0,50
<=50K.,Black,Female,Private,Widowed,39,9,0,0,40
<=50K.,White,Female,Private,Divorced,23,7,0,0,35
<=50K.,Black,Female,Private,Never-married,32,7,0,0,40
<=50K.,White,Female,Private,Widowed,63,9,0,0,34
>50K.,White,Male,Private,Married,41,13,0,0,40
<=50K.,White,Male,Private,Never-married,23,11,0,0,40
<=50K.,White,Male,Private,Never-married,30,16,0,0,20
<=50K.,White,Male,Private,Separated,56,3,0,0,40
<=50K.,White,Male,Private,Married,32,9,0,0,40
<=50K.,White,Male,Private,Married,55,9,0,0,45
<=50K.,White,Female,Private,Never-married,17,7,0,0,12
<=50K.,Black,Male,Private,Never-married,17,6,0,0,20
<=50K.,White,Female,Private,Married,29,10,0,0,65
<=50K.,White,Male,Private,Divorced,37,9,0,0,50
<=50K.,White,Female,Private,Divorced,39,9,0,0,22
>50K.,White,Female,Private,Married,36,13,0,0,40
>50K.,White,Male,Private,Divorced,50,13,0,0,55
<=50K.,White,Female,Private,Never-married,31,10,0,0,50
<=50K.,Black,Female,Private,Widowed,56,10,0,0,32
>50K.,White,Male,Private,Married,51,10,7298,0,40
<=50K.,White,Female,Private,Separated,20,10,0,0,30
>50K.,White,Male,Private,Divorced,53,13,14344,0,55
<=50K.,Black,Female,Private,Married,27,10,0,2377,20
>50K.,White,Male,Private,Married,40,10,5178,0,40
<=50K.,Black,Female,Private,Divorced,45,10,0,0,32
<=50K.,Asian-Pac-Islander,Male,Private,Married,54,11,5013,0,40
<=50K.,Black,Male,Private,Never-married,36,6,0,0,60
<=50K.,White,Female,Private,Never-married,33,10,0,0,40
<=50K.,White,Female,Private,Never-married,19,10,0,0,25
<=50K.,White,Male,Private,Married,30,10,0,0,40
<=50K.,White,Male,Private,Never-married,22,10,0,0,40
>50K.,White,Male,Private,Married,47,13,3103,0,60
<=50K.,White,Male,Private,Never-married,26,3,0,0,40
<=50K.,Black,Male,Private,Separated,36,7,0,0,40
<=50K.,White,Male,Private,Separated,35,9,0,0,40
>50K.,Black,Male,Private,Married,46,10,0,0,40
<=50K.,White,Female,Private,Never-married,24,13,0,0,8
>50K.,White,Male,Private,Married,30,11,5178,0,52
<=50K.,White,Male,Private,Divorced,38,9,0,0,40
<=50K.,White,Female,Private,Divorced,50,9,0,0,45
>50K.,White,Male,Private,Married,38,9,0,0,60
<=50K.,Black,Male,Private,Never-married,36,13,0,0,48
>50K.,White,Male,Private,Married,47,9,0,0,50
>50K.,White,Female,Private,Married,59,10,0,0,16
>50K.,White,Male,Private,Married,59,16,0,0,60
>50K.,White,Male,Private,Married,52,10,0,0,45
<=50K.,Black,Female,Private,Married,52,13,0,0,40
>50K.,White,Male,Private,Married,51,12,0,0,45
<=50K.,Black,Female,Private,Widowed,68,6,0,0,20
<=50K.,Black,Female,Private,Divorced,71,5,0,0,6
<=50K.,White,Male,Private,Never-married,18,9,0,0,40
<=50K.,White,Female,Private,Married,29,6,0,0,40
<=50K.,White,Male,Private,Never-married,31,5,0,0,40
<=50K.,White,Female,Private,Never-married,20,10,0,0,10
<=50K.,White,Female,Private,Divorced,57,9,0,0,26
<=50K.,White,Female,Private,Never-married,18,10,0,0,15
<=50K.,White,Male,Private,Married,32,9,0,0,40
<=50K.,White,Male,Private,Divorced,39,9,0,0,40
<=50K.,White,Female,Private,Divorced,37,13,0,0,40
<=50K.,Asian-Pac-Islander,Male,Private,Married,51,9,0,0,50
>50K.,White,Male,Private,Married,48,10,0,0,40
>50K.,White,Male,Private,Married,39,9,0,0,55
<=50K.,White,Male,Private,Married,35,13,0,0,45
<=50K.,Other,Male,Private,Married,40,3,4064,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,25
<=50K.,White,Male,Private,Divorced,28,9,0,0,40
<=50K.,White,Female,Private,Never-married,23,10,0,1974,40
<=50K.,White,Male,Private,Never-married,18,10,0,0,35
<=50K.,White,Male,Private,Never-married,25,10,0,0,40
<=50K.,White,Female,Private,Never-married,17,6,0,0,12
<=50K.,White,Female,Private,Never-married,34,13,0,0,45
<=50K.,White,Male,Private,Never-married,29,12,0,0,40
<=50K.,White,Female,Private,Married,22,10,0,0,40
<=50K.,White,Male,Private,Married,69,9,0,0,24
>50K.,White,Male,Private,Married,50,9,0,0,60
<=50K.,White,Male,Private,Married,59,9,0,0,40
<=50K.,White,Female,Private,Widowed,64,7,0,0,40
<=50K.,White,Male,Private,Married,29,10,0,0,35
<=50K.,White,Female,Private,Divorced,29,15,2174,0,72
<=50K.,White,Female,Private,Never-married,17,7,0,0,20
